date,daily_kwh
2009-08-02,0.6618333333333334
2009-08-03,0.676
2009-08-04,0.6295666666666666
2009-08-05,0.6625333333333333
2009-08-06,0.7019
2009-08-07,0.6737666666666666
2009-08-08,0.6517333333333334
2009-08-09,1.3352
2009-08-10,1.3148333333333333
2009-08-11,1.2837666666666667
2009-08-12,1.0560666666666667
2009-08-13,0.8432000000000001
2009-08-14,0.9132
2009-08-15,1.9134666666666666
2009-08-16,1.5538666666666667
2009-08-17,0.9787333333333333
2009-08-18,1.4257666666666666
2009-08-19,1.1813
2009-08-20,0.9691666666666666
2009-08-21,1.4135666666666666
2009-08-22,1.9668333333333334
2009-08-23,1.3596333333333332
2009-08-24,1.5873
2009-08-25,1.2272
2009-08-26,1.4138333333333333
2009-08-27,0.9631333333333334
2009-08-28,1.4518666666666666
2009-08-29,1.7564333333333333
2009-08-30,2.1348666666666665
2009-08-31,1.6863333333333332
2009-09-01,1.2342666666666666
2009-09-02,1.5964333333333334
2009-09-03,1.5255
2009-09-04,1.3439333333333334
2009-09-05,1.9262333333333332
2009-09-06,1.5723333333333334
2009-09-07,1.5209
2009-09-08,1.4243999999999999
2009-09-09,1.8897333333333333
2009-09-10,1.3775
2009-09-11,1.5898333333333334
2009-09-12,2.5397
2009-09-13,2.0163
2009-09-14,2.0625
2009-09-15,1.867
2009-09-16,2.2741
2009-09-17,1.6288333333333334
2009-09-18,1.7934666666666668
2009-09-19,2.714733333333333
2009-09-20,2.6492666666666667
2009-09-21,1.8222666666666667
2009-09-22,1.6048
2009-09-23,2.0879666666666665
2009-09-24,1.8733666666666666
2009-09-25,1.4869666666666668
2009-09-26,1.9531666666666667
2009-09-27,1.8719666666666668
2009-09-28,1.6504333333333334
2009-09-29,1.5118333333333334
2009-09-30,2.2436666666666665
2009-10-01,1.6999
2009-10-02,1.4451666666666667
2009-10-03,2.08
2009-10-04,2.106533333333333
2009-10-05,1.6101
2009-10-06,1.8137
2009-10-07,2.2978666666666667
2009-10-08,2.005533333333333
2009-10-09,1.7875666666666667
2009-10-10,2.5493333333333332
2009-10-11,2.418066666666667
2009-10-12,1.7284666666666666
2009-10-13,1.8519666666666668
2009-10-14,2.1487666666666665
2009-10-15,1.8728333333333333
2009-10-16,1.951
2009-10-17,3.6688
2009-10-18,1.9948666666666666
2009-10-19,1.7602333333333333
2009-10-20,2.1854999999999998
2009-10-21,2.5001
2009-10-22,1.8068333333333333
2009-10-23,2.373466666666667
2009-10-24,3.2483666666666666
2009-10-25,3.0253
2009-10-26,1.3972333333333333
2009-10-27,1.4126
2009-10-28,1.6087666666666667
2009-10-29,2.5308
2009-10-30,1.9069333333333334
2009-10-31,2.415233333333333
2009-11-01,2.4024
2009-11-02,1.8908
2009-11-03,2.8105
2009-11-04,2.3097666666666665
2009-11-05,1.9688666666666665
2009-11-06,1.7647333333333333
2009-11-07,1.9798
2009-11-08,3.3013
2009-11-09,1.8097333333333334
2009-11-10,2.0349
2009-11-11,2.6851333333333334
2009-11-12,1.9171333333333334
2009-11-13,1.9732666666666667
2009-11-14,3.2586
2009-11-15,2.5564666666666667
2009-11-16,1.9247
2009-11-17,2.1304666666666665
2009-11-18,3.4583
2009-11-19,1.8648
2009-11-20,2.4718
2009-11-21,3.2426666666666666
2009-11-22,3.1008666666666667
2009-11-23,1.9208
2009-11-24,2.7935333333333334
2009-11-25,2.5328333333333335
2009-11-26,2.0911333333333335
2009-11-27,1.6878666666666666
2009-11-28,2.367566666666667
2009-11-29,2.1052666666666666
2009-11-30,2.2562666666666664
2009-12-01,2.2224
2009-12-02,2.9720666666666666
2009-12-03,1.898
2009-12-04,2.1812
2009-12-05,3.0610666666666666
2009-12-06,2.9530333333333334
2009-12-07,2.3307
2009-12-08,2.6216
2009-12-09,2.2299
2009-12-10,2.7288
2009-12-11,2.296
2009-12-12,2.3691333333333335
2009-12-13,2.599466666666667
2009-12-14,2.362033333333333
2009-12-15,2.4744
2009-12-16,1.7484666666666666
2009-12-17,2.1993
2009-12-18,2.2227
2009-12-19,2.8767666666666667
2009-12-20,1.4420333333333333
2009-12-21,2.5779666666666667
2009-12-22,2.4836666666666667
2009-12-23,1.7929333333333333
2009-12-24,3.6337333333333333
2009-12-25,2.752266666666667
2009-12-26,2.8293333333333335
2009-12-27,2.7219333333333333
2009-12-28,2.6911
2009-12-29,2.6205333333333334
2009-12-30,3.1673666666666667
2009-12-31,2.840333333333333
2010-01-01,1.5761
2010-01-02,1.6950666666666667
2010-01-03,2.6677666666666666
2010-01-04,2.049533333333333
2010-01-05,2.820466666666667
2010-01-06,2.348133333333333
2010-01-07,2.3510666666666666
2010-01-08,2.2868333333333335
2010-01-09,2.9558666666666666
2010-01-10,3.2019
2010-01-11,1.91
2010-01-12,1.6901
2010-01-14,0.7728333333333334
2010-01-15,2.777233333333333
2010-01-16,2.7075666666666667
2010-01-17,2.4766666666666666
2010-01-18,2.3801666666666668
2010-01-19,3.1467
2010-01-20,2.9546333333333332
2010-01-21,2.7471
2010-01-22,2.3127
2010-01-23,3.3175333333333334
2010-01-24,2.927966666666667
2010-01-25,2.4585
2010-01-26,2.7741333333333333
2010-01-27,3.4403333333333332
2010-01-28,2.786766666666667
2010-01-29,2.724666666666667
2010-01-30,3.6518333333333333
2010-01-31,2.2923666666666667
2010-02-01,2.135666666666667
2010-02-02,2.7996666666666665
2010-02-03,3.7125
2010-02-04,3.008433333333333
2010-02-05,2.659666666666667
2010-02-06,3.4462333333333333
2010-02-07,2.044433333333333
2010-02-08,3.2599666666666667
2010-02-09,3.1137
2010-02-10,2.4941
2010-02-11,1.7846666666666666
2010-02-12,2.400533333333333
2010-02-13,2.9955333333333334
2010-02-14,2.1419
2010-02-15,2.6248666666666667
2010-02-16,2.305
2010-02-17,2.6254333333333335
2010-02-18,2.2413333333333334
2010-02-19,2.5104333333333333
2010-02-20,2.583266666666667
2010-02-21,3.5096333333333334
2010-02-22,1.9071666666666667
2010-02-23,1.8525
2010-02-24,2.4047666666666667
2010-02-25,2.4930666666666665
2010-02-26,2.7911333333333332
2010-02-27,2.2377666666666665
2010-02-28,0.9258
2010-03-01,1.6527666666666667
2010-03-02,0.9510000000000001
2010-03-03,1.1935333333333333
2010-03-04,0.8703666666666666
2010-03-05,1.4032666666666667
2010-03-06,1.0353999999999999
2010-03-07,1.7946333333333333
2010-03-08,3.2678
2010-03-09,2.249033333333333
2010-03-10,2.3372333333333333
2010-03-11,2.4681
2010-03-12,2.1386666666666665
2010-03-13,3.0948333333333333
2010-03-14,1.9676333333333333
2010-03-15,2.2927333333333335
2010-03-16,1.9908333333333335
2010-03-17,2.6537
2010-03-18,2.0096
2010-03-19,2.1476333333333333
2010-03-20,0.15683333333333335
2010-03-21,1.1605
2010-03-22,2.0631666666666666
2010-03-23,2.2687
2010-03-24,2.5492333333333335
2010-03-25,2.123466666666667
2010-03-26,2.0793333333333335
2010-03-27,2.3401666666666667
2010-03-28,2.2094666666666667
2010-03-29,2.0752333333333333
2010-03-30,2.4225333333333334
2010-03-31,2.4146666666666667
2010-04-01,2.2198666666666664
2010-04-02,2.1635
2010-04-03,2.299733333333333
2010-04-04,2.1609666666666665
2010-04-05,1.4235333333333333
2010-04-06,2.339166666666667
2010-04-07,2.022666666666667
2010-04-08,2.0766
2010-04-09,1.5836666666666666
2010-04-10,1.5481333333333334
2010-04-11,1.9910666666666665
2010-04-12,1.8368
2010-04-13,1.9455666666666667
2010-04-14,2.1678
2010-04-15,2.3880333333333335
2010-04-16,1.9949333333333334
2010-04-17,1.9499333333333333
2010-04-18,1.9224333333333334
2010-04-19,2.1809333333333334
2010-04-20,2.3641
2010-04-21,2.0350333333333332
2010-04-22,1.8523333333333334
2010-04-23,1.5614666666666666
2010-04-24,1.9370333333333334
2010-04-25,2.0034
2010-04-26,1.3854666666666666
2010-04-27,1.6157
2010-04-28,1.0764666666666667
2010-04-29,1.4427333333333334
2010-04-30,1.4474
2010-05-01,1.7127999999999999
2010-05-02,2.7944
2010-05-03,1.7905
2010-05-04,1.9332666666666667
2010-05-05,2.278966666666667
2010-05-06,1.6881666666666666
2010-05-07,2.062133333333333
2010-05-08,1.945
2010-05-09,1.9663333333333333
2010-05-10,1.8915666666666666
2010-05-11,2.0353333333333334
2010-05-12,2.6397
2010-05-13,1.9367
2010-05-14,2.2268
2010-05-15,2.4537999999999998
2010-05-16,2.7152333333333334
2010-05-17,2.0951333333333335
2010-05-18,1.7970666666666666
2010-05-19,1.8335
2010-05-20,1.4342333333333332
2010-05-21,1.7096333333333333
2010-05-22,2.5560666666666667
2010-05-23,1.9235333333333333
2010-05-24,1.7710333333333332
2010-05-25,1.5033333333333334
2010-05-26,1.7325333333333333
2010-05-27,1.6367666666666667
2010-05-28,1.8504
2010-05-29,2.634
2010-05-30,2.1516
2010-05-31,1.7293333333333334
2010-06-01,1.6112333333333333
2010-06-02,1.2542333333333333
2010-06-03,1.7775666666666667
2010-06-04,1.8023
2010-06-05,2.4899
2010-06-06,2.2826
2010-06-07,1.3171333333333333
2010-06-08,1.7909666666666666
2010-06-09,1.9714
2010-06-10,1.5412333333333332
2010-06-11,1.8639333333333334
2010-06-12,2.568233333333333
2010-06-13,2.1746666666666665
2010-06-14,1.5824333333333334
2010-06-15,1.5158
2010-06-16,2.2879666666666667
2010-06-17,1.3533666666666666
2010-06-18,1.7275333333333334
2010-06-19,1.8033333333333332
2010-06-20,2.1796
2010-06-21,2.2775333333333334
2010-06-22,1.9030666666666667
2010-06-23,1.8636333333333333
2010-06-24,1.3387666666666667
2010-06-25,1.4101333333333332
2010-06-26,1.2349333333333332
2010-06-27,1.4481666666666666
2010-06-28,1.8003666666666667
2010-06-29,1.8114666666666668
2010-06-30,1.7407666666666666
2010-07-01,1.6769
2010-07-02,1.5118333333333334
2010-07-03,1.4482
2010-07-04,2.0042666666666666
2010-07-05,1.4224
2010-07-06,1.2552
2010-07-07,1.0271
2010-07-08,1.544
2010-07-09,1.4073666666666667
2010-07-10,1.4619
2010-07-11,1.5836333333333332
2010-07-12,1.3176666666666668
2010-07-13,1.6679666666666666
2010-07-14,1.8150666666666666
2010-07-15,2.0547666666666666
2010-07-16,1.0529
2010-07-17,1.0754
2010-07-18,1.0335333333333334
2010-07-19,0.9854666666666667
2010-07-20,1.0923666666666667
2010-07-21,1.3744333333333334
2010-07-22,1.5064666666666666
2010-07-23,1.5428666666666666
2010-07-24,1.2154333333333334
2010-07-25,1.4086333333333334
2010-07-26,1.1428
2010-07-27,1.2342666666666666
2010-07-28,1.0854666666666666
2010-07-29,0.6772666666666667
2010-07-30,0.7769333333333334
2010-07-31,0.6711
2010-08-01,0.7188666666666667
2010-08-02,0.6212666666666666
2010-08-03,0.7824666666666666
2010-08-04,0.6697666666666666
2010-08-05,0.6995
2010-08-06,0.7044666666666667
2010-08-07,0.6830666666666667
2010-08-08,0.6789333333333333
2010-08-09,0.6761333333333334
2010-08-10,0.6855333333333333
2010-08-11,0.7144
2010-08-12,0.7086
2010-08-13,0.6484666666666666
2010-08-14,0.6843666666666667
2010-08-15,1.3412333333333333
2010-08-16,1.4313333333333333
2010-08-17,1.3232666666666666
2010-08-22,0.1227
2010-08-23,0.9245666666666666
2010-08-24,0.9487666666666666
2010-08-25,1.2789333333333333
2010-08-26,0.9919
2010-08-27,2.5303333333333335
2010-08-28,1.8005666666666666
2010-08-29,2.0802
2010-08-30,1.9475666666666667
2010-08-31,1.7298
2010-09-01,2.0783666666666667
2010-09-02,1.8199
2010-09-03,1.7310333333333334
2010-09-04,2.2096
2010-09-05,1.7241666666666666
2010-09-06,1.8807333333333334
2010-09-07,1.8221333333333334
2010-09-08,1.6958666666666666
2010-09-09,1.6731666666666667
2010-09-10,1.6287666666666667
2010-09-11,1.8607666666666667
2010-09-12,2.1430333333333333
2010-09-13,1.3796666666666666
2010-09-14,1.8657
2010-09-15,1.2283
2010-09-16,1.6687
2010-09-17,1.9565666666666666
2010-09-18,1.6516666666666666
2010-09-19,1.1201
2010-09-20,2.1460333333333335
2010-09-21,1.4101666666666666
2010-09-22,1.9169333333333334
2010-09-23,1.8384333333333334
2010-09-24,1.7129
2010-09-25,0.12516666666666668
2010-09-28,0.6124
2010-09-29,2.1731333333333334
2010-09-30,1.6192333333333333
2010-10-01,1.9699666666666666
2010-10-02,2.4911
2010-10-03,2.3704
2010-10-04,2.2386333333333335
2010-10-05,2.4004666666666665
2010-10-06,1.6514666666666666
2010-10-07,2.327166666666667
2010-10-08,1.8669333333333333
2010-10-09,2.0594333333333332
2010-10-10,2.5727
2010-10-11,2.1001
2010-10-12,1.9875333333333334
2010-10-13,2.7465
2010-10-14,2.7162
2010-10-15,2.0713666666666666
2010-10-16,1.2773333333333334
2010-10-17,1.3346
2010-10-18,3.3365
2010-10-19,2.447233333333333
2010-10-20,2.2300666666666666
2010-10-21,1.7193
2010-10-22,2.0862
2010-10-23,2.8709
2010-10-24,3.0808999999999997
2010-10-25,1.5120333333333333
2010-10-26,1.2407333333333332
2010-10-27,1.5847333333333333
2010-10-28,1.9117333333333333
2010-10-29,1.5292666666666666
2010-10-30,2.7737
2010-10-31,1.8751333333333333
2010-11-01,1.7912
2010-11-02,1.5134666666666667
2010-11-03,1.6852333333333334
2010-11-04,3.4072666666666667
2010-11-05,2.2069666666666667
2010-11-06,2.381666666666667
2010-11-07,2.0991
2010-11-08,2.361
2010-11-09,2.5759
2010-11-10,2.453133333333333
2010-11-11,2.1727
2010-11-12,2.3579
2010-11-13,2.603833333333333
2010-11-14,2.5667
2010-11-15,2.2349666666666668
2010-11-16,1.9835333333333334
2010-11-17,2.1197666666666666
2010-11-18,2.1297
2010-11-19,2.0201
2010-11-20,2.8413333333333335
2010-11-21,1.1842666666666666
2010-11-22,2.6214333333333335
2010-11-23,1.9790666666666668
2010-11-24,2.329466666666667
2010-11-25,1.7996
2010-11-26,1.9100666666666666
